Date,Name,Direction,Tonnage,Type
1858-03-26,Wild Pigeon,Outbound,184.08,Schooner
1858-03-26,Mathias Cousens,Outbound,500.00,Bark
1858-03-31,A. Y. Trask,Outbound,22.89,Schooner
1858-04-04,Constitution,Outbound,530.00,Steamer
1858-04-13,Wild Pigeon,Outbound,18.51,Schooner
1858-04-13,A. Y. Trask,Outbound,22.89,Schooner
1858-04-14,Otter,Outbound,144.00,Steamer
1858-04-16,H. C. Page,Outbound,42.00,Schooner
1858-04-18,Mary Dunn,Outbound,16.19,Schooner
1858-04-19,A. Y. Trask,Outbound,22.89,Schooner
1858-04-20,George Raynes,Outbound,999.34,Ship
1858-04-21,Ravensdale,Outbound,602.00,Ship
1858-04-23,Jennett,Outbound,18.06,Schooner
1858-04-26,Therese,Outbound,309.00,Bark
1858-04-26,Brother Jonathan,Outbound,"1,358.55",Steamer
1858-04-28,Wild Pigeon,Outbound,18.51,Schooner
1858-05-10,Otter,Outbound,144.00,Steamer
1858-05-11,Wild Pigeon,Outbound,18.51,Schooner
1858-05-14,Kit Carson,Outbound,996.86,Ship
1858-05-15,A. Y. Trask,Outbound,22.89,Schooner
1858-05-15,Golden State,Outbound,134.15,Schooner
1858-05-15,Mary Dunn,Outbound,16.19,Schooner
1858-05-17,N. U. Schurenger/V.U. Schwanger,Outbound,344.00,Bark
1858-05-20,Brother Jonathan,Outbound,"1,359.55",Steamer
1858-05-21,Jane Catherine,Outbound,371.00,Bark
1858-05-22,Friendship,Outbound,366.38,Bark
1858-05-29,Jarret,Outbound,641.64,Ship
1858-05-30,Panama,Outbound,"1,587.37",Steamer
1858-05-31,Waconsta,Outbound,734.13,Ship
1858-06-02,Surprise,Outbound,456.54,Steamer
1858-06-04,Sea Bird,Outbound,225.00,Steamer
1858-06-08,L. P. Foster,Outbound,193.55,Schooner
1858-06-08,Mary Dunn,Outbound,14.19,Schooner
1858-06-08,Daw/Don,Outbound,400.00,Bark
1858-06-08,Wild Pigeon,Outbound,184.08,Schooner
1858-06-12,Sea Bird,Outbound,225.00,Steamer
1858-06-14,Sea Bird,Outbound,225.00,Steamer
1858-06-14,Brother Jonathan,Outbound,"1,359.55",Steamer
1858-06-14,C. S. Kidder,Outbound,9.00,Schooner
1858-06-15,Republic,Outbound,852.04,Steamer
1858-06-16,Wild Pigeon,Outbound,18.51,Schooner
1858-06-17,R. B. Potter,Outbound,70.75,Schooner
1858-06-18,Brother Jonathan,Outbound,"1,359.55",Steamer
1858-06-19,Willamantie,Outbound,171.07,Brig
1858-06-19,Resolute,Outbound,132.15,Steamer
1858-06-22,Resolute,Outbound,132.15,Steamer
1858-06-22,Surprise,Outbound,456.61,Steamer
1858-06-22,R. B. Potter,Outbound,70.75,Schooner
1858-06-22,May Flower,Outbound,427.89,Bark
1858-06-22,Otter,Outbound,144.00,Steamer
1858-06-22,C. S. Kidder,Outbound,9.00,Schooner
1858-06-24,Cortez,Outbound,"1,117.37",Steamer
1858-06-28,Republic,Outbound,852.49,Steamer
1858-06-29,Comodore,Outbound,"1,359.55",Steamer
1858-06-29,Wild Pigeon,Outbound,18.51,Schooner
1858-06-30,Dancing Feather,Outbound,8.00,Sloop
1858-06-27,Constitution,Outbound,530.00,Steamer
1858-07-01,William,Outbound,522.00,Ship
1858-07-02,Oregon,Outbound,"1,099.09",Steamer
1858-07-02,Recovery,Outbound,154.82,Brig
1858-07-03,Sierra Nevada,Outbound,"1,246.74",Steamer
1858-07-05,Pacific,Outbound,"1,008.88",Steamer
1858-07-05,Kossowth/Kassouth,Outbound,73.68,Schooner
1858-07-05,Amelia,Outbound,16.00,Schooner
1858-07-06,Panama,Outbound,"1,087.43",Steamer
1858-07-08,Ouzaba,Outbound,"1,451.65",Steamer
1858-07-08,Cortez,Outbound,"1,117.37",Steamer
1858-07-09,Merchantman,Outbound,234.12,Brig
1858-07-09,Santa Cruz,Outbound,303.92,Steamer
1858-07-09,Resolute,Outbound,132.19,Steamer
1858-07-10,Constitution,Outbound,533.00,Steamer
1858-07-11,Panama,Outbound,"1,089.43",Steamer
1858-07-12,Cortez,Outbound,"1,117.40",Steamer
1858-07-13,Surprise,Outbound,456.62,Steamer
1858-07-14,Charles Davers,Outbound,263.02,Bark
1858-07-14,Resolute,Outbound,132.20,Steamer
1858-07-15,May Flower,Outbound,349.00,Bark
1858-07-16,Resolute,Outbound,132.20,Steamer
1858-07-17,Alice,Outbound,53.00,Schooner
1858-07-17,E. S. Fowler,Outbound,17.32,Schooner
1858-07-19,Ouzaba,Outbound,"1,450.65",Steamer
1858-07-19,Willamantie,Outbound,171.00,Brig
1858-07-19,Constitution,Outbound,533.00,Steamer
1858-07-20,Emma,Outbound,126.32,Schooner
1858-07-22,D. M. Hall,Outbound,263.17,Bark
1858-07-22,Mallory,Outbound,291.74,Bark
1858-07-23,Amelia,Outbound,16.00,Schooner
1858-07-24,A. Y. Trask,Outbound,22.89,Schooner
1858-07-25,Panama,Outbound,"1,087.33",Steamer
1858-07-26,Nahumkeag,Outbound,290.61,Bark
1858-07-27,Ann Perry,Outbound,348.37,Bark
1858-07-27,Helen Maria,Outbound,7.71,Schooner
1858-07-27,Piscatagua,Outbound,14.52,Schooner
1858-07-27,E. F. Willetts,Outbound,825.02,Ship
1858-07-27,Amelia,Outbound,16.00,Schooner
1858-07-27,Bostonian,Outbound,"1,099.89",Ship
1858-07-28,Adelaide,Outbound,249.04,Ship
1858-07-29,Cyrus,Outbound,213.73,Brig
1858-07-30,C. S. Kidder,Outbound,9.00,Schooner
1858-07-31,Lucy L. Hale,Outbound,262.00,Bark
1858-07-31,J. M. Ebey,Outbound,20.44,Schooner
1858-08-02,Leviathan,Outbound,18.00,Steamer
1858-08-02,Live Yankee,Outbound,427.87,Bark
1858-08-03,Charles Davers,Outbound,263.22,Bark
1858-08-03,Mary Ann,Outbound,43.00,Schooner
1858-08-03,J. K. Thorndyke,Outbound,14.61,Schooner
1858-08-04,Madonna,Outbound,260.03,Bark
1858-08-10,Jessie,Outbound,7.16,Schooner
1858-08-11,Ellen H. Wood,Outbound,235.25,Brig
1858-08-11,May Flower,Outbound,349.00,Bark
1858-08-13,Hattie Porter,Outbound,40.82,Sloop
1858-08-14,H. C. Page,Outbound,42.74,Schooner
1858-08-14,Amelia,Outbound,16.00,Schooner
1858-08-14,Mathilda Heron,Outbound,49.52,Schooner
1858-08-16,Leviathan,Outbound,18.00,Steamer
1858-08-16,Francis Helen,Outbound,171.61,Schooner
1858-08-17,Ork,Outbound,243.73,Bark
1858-08-17,Surprise,Outbound,456.62,Steamer
1858-08-18,Leviathan,Outbound,18.00,Steamer
1858-08-18,I. I. Stevens,Outbound,23.13,Schooner
1858-08-18,Black Prince,Outbound,79.33,Brig
1858-08-20,Simon F. Blunt,Outbound,84.35,Schooner
1858-08-20,Mallory,Outbound,291.74,Bark
1858-08-20,Wilson G. Hunt,Outbound,311.27,Steamer
1858-08-20,Rosalta,Outbound,66.41,Schooner
1858-08-21,Nevada,Outbound,35.78,Schooner
1858-08-22,Emma,Outbound,126.32,Schooner
1858-08-22,C. S. Kidder,Outbound,9.00,Schooner
1858-08-23,Ranger No. 2,Outbound,29.43,Steamer
1858-08-24,Santa Cruz,Outbound,303.92,Steamer
1858-08-25,James Ford,Outbound,347.32,Bark
1858-08-25,Leviathan,Outbound,18.00,Steamer
1858-08-25,Amelia,Outbound,16.00,Schooner
1858-08-26,Carolina,Outbound,32.00,Schooner
1858-08-26,Mary Ann,Outbound,84.00,Schooner
1858-08-27,H. C. Page,Outbound,42.74,Schooner
1858-08-28,Madonna,Outbound,260.03,Bark
1858-08-28,Emanuel Merte/Emanuel Mente,Outbound,501.00,Ship
1858-08-28,Wilson G. Hunt,Outbound,311.31,Steamer
1858-08-28,Ella Francis,Outbound,328.76,Bark
1858-08-28,Northerner,Outbound,"1,012.13",Steamer
1858-09-01,Jennett,Outbound,92.57,Schooner
1858-09-02,Long Island,Outbound,59.94,Schooner
1858-09-02,I. I. Stevens,Outbound,23.13,Schooner
1858-09-02,Equity,Outbound,90.00,Schooner
1858-09-02,Simon F. Blunt,Outbound,84.35,Schooner
1858-09-04,Constitution,Outbound,533.00,Steamer
1858-09-04,Amelia,Outbound,16.00,Schooner
1858-09-06,Wilson G. Hunt,Outbound,311.21,Steamer
1858-09-06,Franklin Sherman,Outbound,32.13,Sloop
1858-09-07,Georgiana,Outbound,460.00,Ship
1858-09-09,Carolina,Outbound,32.00,Schooner
1858-09-09,Robb Possenger/Robt Passenger,Outbound,439.65,Bark
1858-09-09,Sea Bird,Outbound,492.00,Ship
1858-09-09,Amelia,Outbound,16.00,Schooner
1858-09-11,Constitution,Outbound,533.00,Steamer
1858-09-11,Midnight Cry,Outbound,4.25,Sloop
1858-09-13,Francis Helen,Outbound,171.61,Schooner
1858-09-13,May Flower,Outbound,349.00,Bark
1858-09-15,Long Island,Outbound,59.94,Schooner
1858-09-16,Ranger No. 2,Outbound,29.43,Steamer
1858-09-16,Amelia,Outbound,16.00,Schooner
1858-09-17,C. S. Kidder,Outbound,9.00,Schooner
1858-09-17,Midnight Cry,Outbound,4.25,Sloop
1858-09-17,Leonede,Outbound,14.00,Sloop
1858-09-17,H. C. Page,Outbound,42.74,Schooner
1858-09-18,Constitution,Outbound,533.00,Steamer
1858-09-18,Santa Cruz,Outbound,303.92,Steamer
1858-09-20,Northerner,Outbound,"1,012.98",Steamer
1858-09-21,Leonede,Outbound,14.00,Sloop
1858-09-22,D. M. Hall,Outbound,263.17,Bark
1858-09-22,D. M. Hall,Outbound,263.17,Bark
1858-09-24,Amelia,Outbound,16.00,Schooner
1858-09-24,Mary,Outbound,6.89,Schooner
1858-09-24,Oregon,Outbound,"1,099.09",Steamer
1858-09-25,Leviathan,Outbound,18.00,Steamer
1858-09-25,Julia,Outbound,146.07,Steamer
1858-09-25,Constitution,Outbound,533.00,Steamer
1858-09-28,Leonede,Outbound,14.00,Sloop
1858-09-27,Carolina,Outbound,32.61,Schooner
1858-09-28,Lord Raglan,Outbound,14.00,Schooner
1858-10-01,Nevada,Outbound,35.79,Schooner
1858-10-01,Wild Pigeon,Outbound,18.40,Schooner
1858-10-02,Leonede,Outbound,14.00,Sloop
1858-10-02,Ranger No. 2,Outbound,29.43,Steamer
1858-10-03,Long Island,Outbound,59.92,Schooner
1858-10-04,I. I. Stevens,Outbound,23.13,Schooner
1858-10-04,Mallory,Outbound,291.74,Bark
1858-10-06,America,Outbound,318.09,Bark
1858-10-06,Amelia,Outbound,16.00,Schooner
1858-10-07,Acadia,Outbound,199.00,Bark
1858-10-07,Helen Maria,Outbound,7.71,Schooner
1858-10-09,Northerner,Outbound,"1,012.98",Steamer
1858-10-09,Nevada,Outbound,35.78,Schooner
1858-10-09,Constitution,Outbound,533.00,Steamer
1858-10-10,Simon F. Blunt,Outbound,82.31,Schooner
1858-10-10,Violet,Outbound,24.00,Schooner
1858-10-11,Eliza,Outbound,6.00,Schooner
1858-10-11,Mary Ann,Outbound,34.00,Schooner
1858-10-13,Ranger No. 2,Outbound,29.43,Steamer
1858-10-13,Amelia,Outbound,16.00,Schooner
1858-10-14,Long Island,Outbound,59.92,Schooner
1858-10-15,Wild Duck,Outbound,4.00,Schooner
1858-10-15,Harriet,Outbound,14.76,Schooner
1858-10-16,Constitution,Outbound,533.00,Steamer
1858-10-18,Leviathan,Outbound,18.00,Steamer
1858-10-18,Carolina,Outbound,32.40,Schooner
1858-10-22,Amelia,Outbound,16.00,Schooner
1858-10-23,Midnight Cry,Outbound,4.25,Sloop
1858-10-23,Atlas,Outbound,790.16,Ship
1858-10-25,Elizabeth,Outbound,16.00,Schooner
1858-10-25,Constitution,Outbound,533.00,Steamer
1858-10-25,Rose,Outbound,4.00,Schooner
1858-10-25,Humboul,Outbound,390.00,Ship
1858-10-27,Panama,Outbound,"1,087.33",Steamer
1858-10-27,Amelia,Outbound,16.00,Schooner
1858-10-28,Merlin,Outbound,20.00,Schooner
1858-10-30,Elizabeth,Outbound,16.00,Schooner
1858-11-02,Leonede,Outbound,14.00,Sloop
1858-11-03,Wild Duck,Outbound,4.00,Schooner
1858-11-03,Lizzie Roberts,Outbound,4.00,Schooner
1858-11-03,Piscatagua,Outbound,14.52,Schooner
1858-11-03,Rose of Langley,Outbound,4.00,Sloop
1858-11-06,Midnight Cry,Outbound,4.25,Sloop
1858-11-06,Harriet,Outbound,9.00,Schooner
1858-11-06,Ocean Wave,Outbound,6.00,Sloop
1858-11-06,Cross,Outbound,4.00,Schooner
1858-11-06,Blue Wing,Outbound,13.34,Schooner
1858-11-06,Wild Pigeon,Outbound,18.40,Schooner
1858-11-08,Leonede,Outbound,14.00,Sloop
1858-11-08,F. Sherman,Outbound,17.05,Sloop
1858-11-08,A. Y. Trask,Outbound,22.89,Schooner
1858-11-09,Carolina,Outbound,32.34,Schooner
1858-11-09,Friendship,Outbound,366.63,Bark
1858-11-09,John Stevens,Outbound,16.00,Schooner
1858-11-09,Amelia,Outbound,16.00,Schooner
1858-11-09,Santa Cruz,Outbound,303.00,Steamer
1858-11-09,Jessie,Outbound,4.00,Schooner
1858-11-12,Wild Duck,Outbound,4.00,Schooner
1858-11-12,Violet,Outbound,24.00,Schooner
1858-11-12,Leonede,Outbound,14.00,Sloop
1858-11-12,Beaver,Outbound,109.00,Steamer
1858-11-13,Ocean Wave,Outbound,4.00,Schooner
1858-11-13,C. S. Kidder,Outbound,9.00,Schooner
1858-11-15,Helen Maria,Outbound,7.07,Schooner
1858-11-15,Eclipse,Outbound,10.00,Schooner
1858-11-16,Leonede,Outbound,14.00,Sloop
1858-11-16,Pronto,Outbound,4.00,Schooner
1858-11-16,Panama,Outbound,"1,087.33",Steamer
1858-11-16,Beverly,Outbound,676.27,Ship
1858-11-17,Constitution,Outbound,533.00,Steamer
1858-11-18,Pol Sheppard,Outbound,629.86,Ship
1858-11-20,Elizabeth,Outbound,16.00,Schooner
1858-11-20,Cucuz/Circus/Cucy/Ciren,Outbound,9.00,Schooner
1858-11-20,Constitution,Outbound,533.00,Steamer
1858-11-22,Leonede,Outbound,14.00,Sloop
1858-11-22,Wild Duck,Outbound,4.00,Schooner
1858-11-22,P. Sherman,Outbound,17.13,Sloop
1858-11-23,Carrie Pfein,Outbound,2.00,Sloop
1858-11-23,Blue Wing,Outbound,13.55,Schooner
1858-11-23,Harriet,Outbound,14.13,Schooner
1858-11-23,Wild Pigeon,Outbound,18.29,Schooner
1858-11-23,Carolina,Outbound,32.21,Schooner
1858-11-26,Satellite,Outbound,824.44,Ship
1858-11-26,Constitution,Outbound,533.00,Steamer
1858-11-27,Leonede,Outbound,14.00,Sloop
1858-11-27,Nahumkeag,Outbound,290.84,Bark
1858-11-29,Puculugun,Outbound,14.00,Schooner
1858-11-30,Wild Duck,Outbound,4.00,Schooner
1858-11-30,Carolina,Outbound,32.29,Schooner
1858-12-01,Pilgrim,Outbound,120.74,Schooner
1858-12-02,Franklin Sherman,Outbound,18.00,Sloop
1858-12-02,John Stevens,Outbound,16.00,Schooner
1858-12-03,H. C. Page,Outbound,42.82,Schooner
1858-12-04,Harriet,Outbound,9.00,Schooner
1858-12-04,Leonede,Outbound,14.00,Sloop
1858-12-04,Constitution,Outbound,533.00,Steamer
1858-12-04,Pacific,Outbound,"1,003.00",Steamer
1858-12-07,Wild Pigeon,Outbound,18.40,Schooner
1858-12-07,Defender,Outbound,"1,226.75",Ship
1858-12-08,D. M. Hall,Outbound,263.17,Bark
1858-12-09,Santa Cruz,Outbound,303.00,Steamer
1858-12-10,C. S. Kidder,Outbound,9.00,Schooner
1858-12-10,H. C. Page,Outbound,42.00,Schooner
1858-12-10,Wild Duck,Outbound,7.00,Schooner
1858-12-10,Helen Maria,Outbound,7.71,Schooner
1858-12-11,Carolina,Outbound,32.39,Schooner
1858-12-11,F. Sherman,Outbound,17.34,Sloop
1858-12-13,Leonede,Outbound,14.00,Sloop
1858-12-13,Harriet,Outbound,14.00,Schooner
1858-12-13,Amelia,Outbound,16.22,Schooner
1858-12-13,Santa Cruz,Outbound,303.00,Steamer
1858-12-14,Panama,Outbound,"1,087.00",Steamer
1858-12-15,Mallory,Outbound,291.74,Bark
1858-12-16,Nevada,Outbound,35.78,Schooner
1858-12-18,Santa Cruz,Outbound,303.00,Steamer
1858-12-18,Jessie,Outbound,4.00,Schooner
1858-12-18,Santa Cruz,Outbound,303.00,Steamer
1858-12-20,Elizabeth,Outbound,16.00,Schooner
1858-12-23,Wild Pigeon,Outbound,18.40,Schooner
1858-12-23,R. B. Potter,Outbound,67.00,Schooner
1858-12-24,Leonede,Outbound,14.00,Sloop
1858-12-27,Carolina,Outbound,32.40,Schooner
1859-01-02,Columbia,Outbound,,Steamer
1859-01-11,Wild Pigeon,Outbound,18.40,Schooner
1859-01-08,Leonede,Outbound,14.00,Sloop
1859-01-10,H. C. Page,Outbound,42.00,Schooner
1859-01-12,Franklin Sherman,Outbound,17.00,Sloop
1859-01-12,Constitution,Outbound,533.00,Steamer
1859-01-14,Carolina,Outbound,32.40,Schooner
1859-01-25,Amelia,Outbound,16.00,Schooner
1859-02-01,Page,Outbound,149.73,Schooner
1859-01-29,H. C. Page,Outbound,42.00,Schooner
1859-01-24,Franklin Sherman,Outbound,7.00,Sloop
1859-01-24,Elizabeth,Outbound,16.00,Schooner
1859-01-24,Wild Pigeon,Outbound,18.40,Schooner
1859-01-24,Carolina,Outbound,32.40,Schooner
1859-01-24,Ocean Wave,Outbound,6.00,Schooner
1858-01-24,Jessie,Outbound,5.00,Schooner
1859-01-26,Leonede,Outbound,14.00,Sloop
1859-02-01,Constitution,Outbound,533.00,Steamer
1859-02-03,Mathilda Heron,Outbound,50.00,Schooner
1859-02-01,Page,Outbound,149.00,Schooner
1859-02-01,Otter,Outbound,144.00,Steamer
1859-02-04,Leonede,Outbound,14.00,Sloop
1859-02-06,Mary Ann,Outbound,41.00,Schooner
1859-02-06,H. C. Page,Outbound,42.00,Schooner
1859-02-05,Langley,Outbound,14.00,Schooner
1859-02-06,Reporter,Outbound,48.40,Schooner
1859-02-09,Northerner,Outbound,"1,012.00",Steamer
1859-02-09,Constitution,Outbound,533.00,Steamer
1859-02-09,Lizzie Jarvis,Outbound,422.00,Ship
1859-02-09,L. P. Foster,Outbound,193.00,Schooner
1859-02-10,Harriet,Outbound,15.00,Schooner
1859-02-13,Wild Duck,Outbound,5.00,Schooner
1859-02-12,Amelia,Outbound,16.00,Schooner
1859-02-14,Ork,Outbound,243.73,Bark
1859-02-15,Sea Nymph,Outbound,576.17,Bark
1859-02-15,Constitution,Outbound,533.00,Steamer
1859-02-17,Godfrey,Outbound,486.92,Bark
1859-02-18,Franklin Sherman,Outbound,13.00,Sloop
1859-02-19,Carolina,Outbound,32.00,Schooner
1859-02-22,Constitution,Outbound,533.00,Steamer
1859-02-22,Peonium,Outbound,550.00,Ship
1859-02-22,Williamette/Willamantie/Willamantic,Outbound,180.00,Brig
1859-02-24,Northerner,Outbound,"1,012.00",Steamer
1859-02-25,Pronto,Outbound,5.00,Schooner
1859-02-25,J. C. Caswell,Outbound,5.00,Sloop
1859-02-25,Colonel Ebey,Outbound,20.00,
1859-02-26,Caroline,Outbound,32.00,Schooner
1859-02-27,Jenny Ford,Outbound,397.32,Bark
1859-02-28,B. L. Harmon,Outbound,576.00,Ship
1859-03-01,Constitution,Outbound,533.00,Steamer
1859-03-01,Elizabeth,Outbound,16.00,Schooner
1859-03-01,Wild Duck,Outbound,5.00,Schooner
1859-03-01,Harriet,Outbound,15.00,Schooner
1859-03-02,J. B. Lancaster,Outbound,351.00,
1859-03-07,C. S. Kidder,Outbound,9.00,Schooner
1859-03-07,J. C. Caswell,Outbound,5.00,Sloop
1859-03-07,Glympse,Outbound,483.28,Bark
1859-03-07,Constitution,Outbound,533.00,Steamer
1859-03-08,Jessie,Outbound,4.96,Schooner
1859-03-09,Sherman,Outbound,17.00,Sloop
1859-03-11,J. C. Caswell,Outbound,5.00,Sloop
1859-03-11,Reporter,Outbound,48.03,Schooner
1859-03-11,Pronto,Outbound,5.00,Schooner
1859-03-11,Flying Mist,Outbound,103.00,Schooner
1859-03-12,Otter,Outbound,144.00,Steamer
1859-03-12,Midnight Cry,Outbound,5.00,Schooner
1859-03-12,D. M. Hall,Outbound,263.17,Bark
1859-03-14,Wild Pigeon,Outbound,18.00,Schooner
1859-03-15,Young Greek,Outbound,458.00,Bark
1859-03-15,Pronto,Outbound,5.00,Schooner
1859-03-15,Leonede,Outbound,14.00,Sloop
1859-03-15,Elizabeth,Outbound,16.00,Schooner
1859-03-15,J. C. Caswell,Outbound,5.00,Schooner
1859-03-16,Piscatagua,Outbound,14.00,Schooner
1859-03-16,Amelia,Outbound,16.00,Schooner
1859-03-17,Nevada,Outbound,35.78,Schooner
1859-03-17,H. C. Page,Outbound,44.00,Schooner
1859-03-18,C. S. Kidder,Outbound,5.00,Schooner
1859-03-18,Leonede,Outbound,14.00,Schooner
1859-03-18,Island Queen,Outbound,110.00,Schooner
1859-03-22,Amelia,Outbound,18.00,Schooner
1859-03-22,Nazarene,Outbound,136.00,Ship
1859-03-22,Constitution,Outbound,533.00,Steamer
1859-03-22,J. C. Caswell,Outbound,5.00,Schooner
1859-03-22,Reporter,Outbound,48.00,
1859-03-22,C. E. Felton/Selton/Silton,Outbound,449.00,
1859-03-25,R. B. Potter,Outbound,68.00,Schooner
1859-03-26,H. C. Page,Outbound,42.00,Schooner
1859-03-26,C. S. Kidder,Outbound,17.00,Schooner
1859-03-26,Northerner,Outbound,"1,093.00",Steamer
1859-03-26,W. D. Rice,Outbound,238.59,
1859-03-28,Mainland,Outbound,196.00,Brig
1859-03-29,Harriet,Outbound,15.00,Schooner
1859-03-29,Pronto,Outbound,5.00,Schooner
1859-03-29,Constitution,Outbound,533.00,Steamer
1859-03-30,J. C. Caswell,Outbound,5.00,Sloop
1859-04-01,Midnight Cry,Outbound,5.00,Schooner
1859-04-01,Piscatagua,Outbound,14.00,Schooner
1859-04-01,R. B. Potter,Outbound,68.00,Schooner
1859-04-02,J. C. Caswell,Outbound,5.00,Schooner
1859-04-04,Angenett,Outbound,233.83,Brig
1859-04-04,Leonede,Outbound,14.00,Sloop
1859-04-05,D. L. Clinch,Outbound,166.00,Schooner
1859-04-05,Get Up and Get,Outbound,40.00,Sloop
1859-04-05,Francis Helen,Outbound,171.00,Schooner
1859-04-06,Dashaway,Outbound,900.00,Ship
1859-04-06,Mathilda Heron,Outbound,49.00,Schooner
1859-04-06,Jessie,Outbound,5.00,Schooner
1859-04-06,Tornado,Outbound,166.00,Schooner
1859-04-09,Constitution,Outbound,533.00,Steamer
1859-04-08,Reporter,Outbound,511.00,Schooner
1859-04-09,Pronto,Outbound,5.00,Schooner
1859-04-09,Colonist,Outbound,118.00,Schooner
1859-04-10,Mathilda Heron,Outbound,49.00,Schooner
1859-04-11,Gucadelette / Guadaletta,Outbound,275.00,Bark
1859-04-12,Mary F. Slade,Outbound,199.44,Bark
1859-04-12,J. C. Caswell,Outbound,5.00,Sloop
1859-04-12,H. C. Page,Outbound,42.00,Schooner
1859-04-12,Caroline,Outbound,22.00,Schooner
1859-04-10,Memnon,Outbound,789.00,Ship
1859-04-10,Leonede,Outbound,5.00,Sloop
1859-04-12,Northerner,Outbound,"1,096.00",Steamer
1859-04-12,Elizabeth,Outbound,16.00,Schooner
1859-04-15,J. C. Caswell,Outbound,5.00,Sloop
1859-04-18,Constitution,Outbound,533.00,Steamer
1859-04-18,Flying Mist,Outbound,103.00,Schooner
1859-04-18,Jessie,Outbound,5.00,Schooner
1859-04-19,Piscatagua,Outbound,14.00,Schooner
1859-04-19,Pronto,Outbound,5.00,Schooner
1859-04-20,Mathilda Heron,Outbound,49.00,Schooner
1859-04-20,Leonede,Outbound,20.00,Sloop
1859-04-22,Elizabeth,Outbound,16.00,Sloop
1859-04-22,Harriet,Outbound,15.00,Schooner
1859-04-23,C. S. Kidder,Outbound,9.00,Schooner
1859-04-24,Columbia,Outbound,779.00,Steamer
1859-04-24,Colonist,Outbound,118.00,Schooner
1859-04-24,Wild Pigeon,Outbound,18.37,
1859-04-24,Francis Helen,Outbound,171.00,
1859-04-25,Amelia,Outbound,16.00,Schooner
1859-04-27,Constitution,Outbound,533.00,Steamer
1859-04-27,J. C. Caswell,Outbound,5.00,Schooner
1859-04-28,Harriet,Outbound,15.00,Schooner
1859-04-28,H. C. Page,Outbound,42.00,Schooner
1859-04-27,R. B. Potter,Outbound,61.00,Schooner
1859-04-29,Wild Duck,Outbound,5.00,
1859-04-29,Leonede,Outbound,14.00,Sloop
1859-04-29,J. C. Caswell,Outbound,5.00,
1859-04-29,Orion,Outbound,"1,299.16",Ship
1859-04-29,Stamboul,Outbound,"1,274.00",Ship
1859-05-03,Elizabeth,Outbound,14.00,Schooner
1859-05-03,C. S. Kidder,Outbound,5.00,Schooner
1859-05-05,Reporter,Outbound,30.00,Schooner
1859-05-02,Mathilda Heron,Outbound,49.00,Schooner
1859-05-12,R. B. Potter,Outbound,60.00,Schooner
1859-05-06,Carrie Leland,Outbound,316.72,Bark
1859-05-06,Jennett,Outbound,18.06,Schooner
1859-05-07,Pronto,Outbound,5.00,Schooner
1859-05-07,Scotchman,Outbound,230.00,Brig
1859-05-07,Ork,Outbound,230.00,Bark
1859-05-08,Nevada,Outbound,32.00,Schooner
1859-05-09,Leonede,Outbound,14.00,Sloop
1859-05-09,Amelia,Outbound,14.00,Schooner
1859-05-09,Epic,Outbound,5.00,Schooner
1859-05-10,Piscatagua,Outbound,14.00,Schooner
1859-05-10,H. C. Page,Outbound,43.00,
1859-05-11,Constitution,Outbound,533.00,Steamer
1859-05-10,Storm Bird,Outbound,528.95,Bark
1859-05-19,Reporter,Outbound,50.00,Schooner
1859-05-13,Francis Helen,Outbound,170.00,Schooner
1859-05-14,Lancaster,Outbound,351.65,Bark
1859-05-14,Get Up and Get,Outbound,5.00,Sloop
1859-05-14,Rob Roy,Outbound,43.95,Schooner
1859-05-16,Colonel Ebey,Outbound,20.00,Schooner
